,url,text,polarization
765,https://nos.nl/artikel/2291642-kamer-minister-moet-stoppen-met-politieke-sturing-nederlandse-geschiedenis.html,"Een meerderheid van de Tweede Kamer vindt dat minister Van Engelshoven zich niet mag bemoeien met de Canon van de Nederlandse geschiedenis, het overzicht van de nationale geschiedenis.De regeringspartijen VVD, CDA, ChristenUnie en oppositiepartijen PVV, SGP en Forum voor Democratie hebben zich geërgerd aan de minister. Zij vindt dat er meer ""aandacht moet komen voor de schaduwkanten"" van de Nederlandse geschiedenis en heeft in mei een commissie onder leiding  van historicus James Kennedy gevraagd de bestaande canon te evalueren. De minister had historicus Kennedy al in een brief gevraagd naar de ""schaduwkanten"" van de Nederlandse geschiedenis te kijken. Van de Tweede Kamer moet ze die zin nu schrappen in de definitieve opdracht aan de commissie. Het is de bedoeling dat de commissie in het voorjaar van 2020 klaar is. OppassenVorig maand kwam er van verschillende kanten al kritiek op de bemoeienis van de D66-onderwijsminister. Samensteller Frits van Oostrom van de eerste Canon van Nederland zei al dat de politiek zich buiten de discussie over de inhoud van de Canon moet houden. ""Geschiedenis is nooit helemaal waardevrij"", erkent Van Oostrom. Een volledige objectieve Canon waar nooit ophef over zal zijn, is dus onmogelijk. ""Het is een kwestie van dosering. Je moet oppassen dat je niet de geschiedenis gaat herdefiniëren naar de normen en waarden van deze tijd",1
288,https://www.rtlnieuws.nl/nieuws/politiek/artikel/5216412/d66-onderzoek-me-too-frans-van-drimmelen,"Het MeToo-onderzoek dat D66 eind vorig jaar is gestart naar de invloedrijke D66'er Frans van Drimmelen heeft niet geleid tot een beschuldiging van seksuele intimidatie of machtsmisbruik. Eind vorig jaar beschuldigde een anonieme vrouw de D66'er van grensoverschrijdend gedrag. Wel stellen de onderzoekers op basis van gesprekken met D66'ers binnen de partij dat er mensen zijn die zich er onveilig voelen. De partij deed ook een algemene oproep aan iedereen die te maken heeft gehad met onveilige situaties binnen de partij.  Daarop kwamen negen meldingen binnen. 'Vervelend mannetje'D66 stelde in december een onderzoek in na een anoniem bericht waarin een vrouw invloedrijke D66'ers, onder wie Frans van Drimmelen, beschuldigde van grensoverschrijdend gedrag. Van Drimmelen was oud-voorzitter van de talentencommissie. ""Hij begon een vervelend mannetje te worden toen ik nul op zijn rekest gaf. Hij wilde meer op relationeel en seksueel vlak"", schreef de vrouw. Partijleider Sigrid Kaag stelde 'zeer geschrokken te zijn' en stelde een extern en onafhankelijk onderzoek in. Dat onderzoek, door bureau BING, is nu afgerond. Er komt uit naar voren dat er geen situaties van seksuele intimidatie en machtsmisbruik zijn gebleken rond Van Drimmelen. Ook is er geen bewijs dat Van Drimmelen iemand heeft vastgehouden op een kamer, zoals de vrouw meldde in haar blog.  Gesprekken politieWel zijn er gesprekken tussen de politie en Van Drimmelen geweest omdat hij contact zou hebben gezocht met de vrouw. Er is geen aangifte gedaan. Wel is in de partijtop van D66 onvrede over de afhandeling hiervan.  De onderzoekers interviewden verschillende betrokkenen over de rol van Van Drimmelen. Daaruit blijkt dat hij geen bepalende rol heeft vervuld bij het samenstellen van kieslijsten voor Tweede Kamerverkiezingen of de Europese Verkiezingen.",1
437,ad,"Als een komeet de senaat in Als een komeet de senaat in De hoge peilingen bleken geen lucht-kastelen: Forum voor Democratie bestormt de Provinciale Staten en - wat de partij nog meer bejubelt - de Eerste Kamer. De triomf is groot, de entree dus ook. Als de ware winnaar van de Provinciale Statenverkiezingen spreekt Baudet zijn aanhang in eigen, gezwollen stijl toe in Zeist. Met een redevoering waarin 'de uil van Minerva' figureert. En: ,,We staan hier te midden van de brokstukken van wat de mooiste beschaving was die de mensheid ooit heeft gekend. Die alle uithoeken van de wereld bestreek.'' 'Een kliekje omhooggevallen beroepsvergaderaars' maakte dat kapot. Ze maakten 'desastreus' beleid. ,,Mensen die nog nooit een boek hebben gelezen. Economische onbenul Mark Rutte verhoogde belastingen in tijden van crisis. De kabinetten Rutte lieten grenzen wagenwijd openstaan. Zij bepaalden de besluitvorming in ons land. Maar niet lang meer. Het land heeft ons nodig.'' Even ervoor schalt het 'wij staan bovenaan! wij staan bovenaan!' door de zaal. Uit het niets is de partij de grootste geworden in Zuid-Holland, de tweede in Noord-Brabant en derde in Gelderland. De winst lijkt ronduit verpletterend te worden: Forum wordt dan de op een na grootste in de Eerste Kamer. Eenheidsworst Het lijkt de oogst van een effectieve campagne, die Baudet omboog tot een referendum over de coalitiepartijen. Hij plaatste zich buiten de orde door te stellen dat 'een stem op de VVD, een stem op GroenLinks is'. Ergo: de andere partijen, het is eenheidsworst. En Baudet vestigde vooral de aandacht op zich door een niche als 'klimaatontkenner' op te eisen. De invloed van de mens op het klimaat is gering, stelt hij. Alle klimaatdoelen van Parijs, en de maatregelen die het kabinet wilt nemen, zijn 'klimaatgekte'. Het zou '1000 miljard euro kosten' en de opwarming",0
336,https://nu.nl/coronavirus/6073567/ggd-drie-mogelijke-oorzaken-uitbraak-in-maassluis-ventilatie-niet-uitgesloten.html,"Er zijn drie mogelijke oorzaken van de corona-uitbraak van afgelopen juni in een verpleeghuis in Maassluis: contact tussen bewoners, medewerkers die zich in de pauzes niet aan anderhalvemeterregel hielden, en het ventilatiesysteem. Contact wordt gezien als de meest voor de hand liggende oorzaak, maar dat de ventilatie een rol speelde kan niet worden uitgesloten, concludeert GGD Rotterdam-Rijnmond na onderzoek.Zeventien bewoners en achttien medewerkers van verpleeghuis De Tweemaster raakten in juni besmet. Zes bewoners overleden aan de gevolgen van het coronavirus.Na onderzoek naar de clusters blijkt dat het waarschijnlijk is dat meerdere personen besmet zijn geraakt door een bewoner die op 17 juni hoestte en milde verkoudheidsklachten vertoonde. Hij werd pas na drie tests positief bevonden.Er werd ook rekening gehouden met een scenario waarin de uitbraak door het personeel is veroorzaakt, doordat het tijdens de pauze's geen mondkapjes droeg en onvoldoende afstand hield. Dat kan na het onderzoek echter niet worden bevestigd of ontkracht.Dat het ventilatiesysteem een rol speelde, wordt ook niet uitgesloten. ""De vondst van een heel kleine hoeveelheid besmettelijk materiaal in het ventilatiesysteem is een aanwijzing dat het virus in de huiskamer aanwezig was en is neergedaald"", aldus de onderzoekers. ""Of en in hoeverre het ventilatiesysteem een rol heeft gespeeld, is alleen niet meer te achterhalen.""De afgelopen weken was er veel te doen over de ventilatie in De Tweemaster. EenVandaag en de Volkskrant meldden eerder dat in het onderzoek werd geconcludeerd dat de ventilatie een belangrijke rol gespeeld zou hebben, maar dat was volgens de GGD te voorbarig.",0
58,trouw,"GL en Klaver: dé grote verliezers GL en Klaver: dé grote verliezers Politiek - Door zijn eenzijdige focus op een optimaal klimaatbeleid heeft Klaver zijn tegenpool in de kaart gespeeld en Baudet groot gemaakt, stelt Frank van den Heuvel. Het is terecht dat kranten ruimschoots aandacht hadden voor winnaar Forum voor Democratie en Thierry Baudet. Maar vreemd is de stilte over de grote verliezer: GroenLinks, met Jesse Klaver. Die is dé verliezer omdat de tegenpool zo enorm gewonnen heeft en links fors kleiner geworden is bij de Provinciale Statenverkiezingen. GroenLinks heeft Forum voor Democratie (FvD) uitgedaagd, op scherp gezet en in positie gebracht. De klassieke actie-reactie. Maanden geleden was dit al duidelijk toen Klaver, op vergelijkbare manier als Baudet, de plannen van de klimaattafels en het kabinet afdeed als broddelwerk. Of zoals Klaver, baudettiaans, zei: ""We hebben de slag om het Klimaatakkoord verloren, maar gaan de oorlog winnen"". FvD werd uitgedaagd en reageerde. Snoeihard. Maandenlang werd het kabinet, dat de middenkoers moest zoeken, verketterd om slap beleid. Klaver wilde geen optimaal klimaatbeleid, maar een maximaal. En dan zijn er inderdaad ook mensen die zich afvragen of ze deze transitie wel kunnen betalen. Nadat eerder spaargeld, pensioen, werk, waarde van het huis en de zorgpremie leidden tot zorgen, waren het nu de energiekosten die mensen onzeker maakten. Baudet speelde er feilloos op in. Nu pleit Klaver voor een 'klimaatformatie' tussen GL en het kabinet. Dat is makkelijk. Twee jaar geleden liep hij weg terwijl de tijdgeest een kabinet wilde met een groen label. Hij verspeelde zo invloed, positie en gezag. Politiek is ook het momentum pakken, coalities vormen, durf tonen en - tevens - vuile handen maken. Doordat GL zich in het klimaatdebat zo hard opstelde, moest de SP, veel minder groen, mee. Echter, doordat Baudet steeds zijn 1000 miljard aan",1
161,eindhovensdagblad,"Testen op darmkanker is groot succes Testen op darmkanker is groot succes Het bevolkingsonderzoek naar darmkanker is een groot succes. Dat blijkt vandaag uit onderzoek in opdracht van het RIVM. De poeptest onder senioren toont meer darmkanker aan dan voorzien en de opkomst is hoger dan verwacht. Als darmkanker vroeg wordt ontdekt, is de kans groter dat behandeling succes heeft. Door dit bevolkingsonderzoek verwacht het RIVM dat in de nabije toekomst jaarlijks 2250 sterfgevallen kunnen worden voorkomen. Bij het onderzoek, dat loopt sinds 2014, sturen mensen hun poep op ter controle (foto). Een test toont sporen bloed aan in die ontlasting. Een ongunstige uitslag betekent niet per se dat er sprake is van kanker, maar duidt wel op een verhoogde kans op kanker. Aanvullend onderzoek is dan nodig. Opkomst ,,We hadden een opkomst verwacht van ongeveer 60 procent en die blijkt in de praktijk te liggen op 72 procent'', vertelt Jaap van Delden, hoofd van het Centrum voor Bevolkingsonderzoek bij het RIVM. ,,Ook spoort de test 85 procent van de darmkankers op, terwijl wij vooraf slechts uitgingen van driekwart.'' Alle mannen en vrouwen van 55 tot en met 75 jaar krijgen elke twee jaar een uitnodiging. Na 3,85 miljoen inzendingen van tests tussen 2014 en 2017 werd bij ruim 180.000 mensen een kijkonderzoek in de darmen uitgevoerd. 42 procent bleek gevaarlijke poliepen te hebben en 8 procent al daadwerkelijk darmkanker. Volgens staatssecretaris Paul Blokhuis (preventie) is Nederland internationaal koploper op het terrein van darmkankerscreening. Blokhuis: ,,In geen enkel ander land wordt de test zo breed aangeboden en worden zulke waardevolle resultaten bereikt. We werken keihard door met betrokkenen om zo veel mogelijk sterfgevallen door darmkanker te voorkomen.'' De schaduwzijde is dat het vervolgdarmonderzoek na de poeptest, ook wel een colonoscopie genoemd, niet zonder risico is. Ondanks voorzorgsmaatregelen is perforatie van",0
270,https://www.rtlnieuws.nl/nieuws/nederland/artikel/5202957/corona-jaarwisseling-avondklok-maatrtegelen,"Het kabinet denkt aan een avondklok met oud en nieuw, een wens die is neergelegd door verschillende burgemeesters. Het is een van de maatregelen die vandaag zal worden besproken in een extra crisisoverleg en ministerraad, melden bronnen aan de politieke redactie van RTL Nieuws. Andere maatregelen waar het kabinet nu aan denkt zijn toch een langere kerstvakantie voor middelbare scholen en sluiting van niet-essentiële winkels. Dit zijn de maatregelen waar vandaag over gesproken wordt. Het is nog niet besloten. Dat niet-essentiële winkels en 'doorstroomlocaties', zoals musea en dierentuinen, dicht moeten lijkt zeer waarschijnlijk. Ook ligt op tafel het weer sluiten van contactberoepen. Het kabinet werkt aan een zwaar pakket van maatregelen. In het meest zware scenario gaat Nederland tot zeker begin januari bijna helemaal op slot. Nepbericht In Whatsapp-groepen gaat een nepbericht rond met wat alle maatregelen zouden zijn. Het ministerie van Justitie en Veiligheid benadrukt dat die lijst onjuist is. Wat er besloten wordt, zal waarschijnlijk vanavond al bekendgemaakt worden in een extra persconferentie. ""Dat geeft wel echt de urgentie van het probleem aan"", zegt politiek verslaggever Frits Wester. ""Je wil niet dat er enkele dagen overheen gaan als je besloten hebt dat winkels dichtmoeten, want dan krijg je een stormloop op de winkels."" Vuurwerkverbod beter te handhaven Het kabinet zou vooral denken aan een avondklok omdat er dan beter kan worden gehandhaafd op het vuurwerkverbod. Sinds ongeveer een week stijgt het aantal mensen dat een positieve coronatest heeft gedaan, weer enorm. Gisteren waren het er bijna 10.000. Nederland kan niet achterblijven Sluiting van niet-essentiële winkels ligt vooral op tafel, omdat Duitsland daartoe heeft besloten. Hubert Bruls, voorzitter van het landelijk veiligheidsberaad stelde gisteren al dat Nederland eigenlijk niet achter kan blijven, omdat Duitsers anders massaal naar de Nederlandse grensstreek komen om hun kerstinkopen te doen.",0
641,https://nos.nl/artikel/2352946-henk-otten-heeft-zin-in-frisse-start-na-vertrek-henk-krol.html,"""We hadden er beter niet aan kunnen beginnen."" Dat zegt Henk Otten van de Partij voor de Toekomst in reactie op het vertrek van Henk Krol bij de partij. Volgens Otten is het ""jammer"", maar heeft hij onderschat ""hoe erg de mensen van 50Plus gefixeerd zijn op persoonlijke conflicten."" Ook heeft hij het idee dat Krol ""steeds meer de kluts kwijtraakte."" Krol zegde gisteren de samenwerking op. Het liep volgens hem ""niet soepel"", maar de maat voor Krol was vol nadat volgens hem een van de medewerkerswas bedreigd. Krol, voormalig fractievoorzitter van 50Plus, en Otten, die na zijn vertrek uit Forum voor Democratie verderging als de Groep Otten, besloten in juni te gaan samenwerken. Hun nieuwe partij ging Partij voor de Toekomst heten. Het voormalige Partij voor de Dieren-Kamerlid Femke Merel van Kooten-Arissen kwam met Krol mee. Zij stapte in augustus al uit het samenwerkingsverband, omdat zij zich door Krol buitengesloten voelde. Gisteren zette Krol er dus een punt achter. Henk Otten zegt in een reactie het ""jammer"" te vinden dat het zo gelopen is. ""De samenwerking met Henk en zijn medewerkers bleek in de praktijk moeizamer dan gedacht. De cultuur van roddel en achterklap en gelek en gekonkel die Krol en zijn mensen bij 50Plus gewend waren, bleek helaas onuitroeibaar. Je kunt de man uit 50Plus halen, maar je haalt het 50Plus-geruzie niet uit de man."" Wij zitten in de politiek om dingen te bereiken en voor de inhoud"", zegt Otten, ""en niet voor geruzie en gezeur over posities."" Verder noemt Otten de kwaliteit van de mensen die Krol aanleverde voor de lijst ""veelal ondermaats"" en dat leidde volgens hem tot spanningen.",1
461,https://www.geenstijl.nl/5147180/en-dit-is-dus-de-fine-fleur-van-de-europese-politieke-leiding-he/,"Blakend van narcistisch zelfvertrouwen is Frans Timmermans de brullende gasbrander onder zijn eigen euroblauwe heteluchtballon. De ene gratuite oneliner na het andere pijnlijke reepje proza tekent de electorale toernee van de vleesgeworden politieke penispomp, die vol ijdelze zelfzucht in het balgje blijft knijpen tot hij zichzelf kan pijpen - en dat ziet er net zo pijnlijk uit als het klinkt. Vandaag is Zijne Adelijke Autofellatio publieklijk te aanschouwen bij het altijd gewillig bukkende Buitenhof. Dus zuurstofkapjes op, we gaan gierend van het lachen aanhoren hoe Timmerfrans zichzelf en zijn persoonlijke Europese idealen gaat omzetten in meer, meer, meer stemmers op eurosceptische partijen. It's time!",1
163,https://nos.nl/artikel/2294159-in-duitsland-aangehouden-medewerker-om-had-kilo-s-drugs-in-auto.html,"In Duitsland aangehouden medewerker OM had kilo's drugs in auto Een medewerker van het Nederlandse Openbaar Ministerie die in juni in Duitsland werd opgepakt, zit vast voor drugssmokkel. Dat bevestigt het Duitse Openbaar Ministerie in Bonn na een bericht van De Telegraaf. De vrouw van 53 werd opgepakt in een auto die geprepareerd was voor drugssmokkel. De politie vond 2 kilo cocaïne, 6 kilo amfetamine en 10.000 xtc-pillen. Ze ontkent dat ze wist van de drugs. In de wagen zaten ook haar dochter en schoonzoon. Ook zij zijn aangehouden. De auto werd op 18 juni op de A61 langs de kant van de weg gezet tijdens een controle, waarbij willekeurig uitgekozen auto's op een parkeerterrein werden nagekeken. In Nederland is de vrouw geschorst, zegt het OM in Den Haag. Daardoor heeft ze geen toegang tot haar werkplek en de systemen van justitie. Verder kan het Nederlandse OM geen toelichting geven op de zaak, omdat het gaat om een Duits onderzoek. Zo is niet duidelijk wat voor functie de vrouw bij het OM heeft.",0
447,ad,"Erdogan wijt nederlaag aan 'georganiseerde misdaad'. Verlies in 'zijn' hoofdstad Istanboel zit Turkse president niet lekker Erdogan wijt nederlaag aan 'georganiseerde misdaad'. Verlies in 'zijn' hoofdstad Istanboel zit Turkse president niet lekker President Erdogan van Turkije blijft zich verzetten tegen de eerste nederlaag in een kwarteeuw die zijn AK partij leed bij de burgemeestersverkiezingen in Istanboel. Hij wijt de verrassende overwinning van de linkse Ekrem Imamoglu in 'zijn stad' aan wat hij 'georganiseerde misdaad' noemt. Volgens de verbale tegenaanval van Erdogan ging het niet om een paar onregelmatigheden. ,,Bijna alles was onregelmatig''. Hij had het over 'spookkiezers', Turken die waren geregistreerd in leegstaande appartementen. Er zouden op video ook bewijzen zijn dat er is gesjoemeld. De president benadrukte dat niemand de overwinning kan claimen met een verschil van 13.000 tot 14.000 stemmen. Een week geleden claimde zijn kandiaat, Binali Yildirim, echter de winst in Istanboel bij een voorsprong van 3000 stemmen, toen 99 procent was geteld. Ekrem Imamoglu, de onofficiële winnaar in de economische hoofdstad van Turkije, diende Erdogan meteen van repliek. ,,Hoe komt het dat het verkiezingssysteem dat je gisteren nog aanprees als het veiligste ter wereld, resulteerde in de meest omstreden verkiezing van Turkije?'' Respect Ook oppositieleider Meral Aksener, die een lijstverbinding was aangegaan met Imamoglu's Republikeinse Volkspartij (CHP), haalde uit naar Erdogan. ,,Deze heilige natie zal hem dit gebrek aan respect voor de nationale wil niet vergeven.'' Diverse regeringsgezinde media maken de historische overwinning van de oppositie zwart als een 'stembus-coup', gepleegd door restanten van de Gülenbeweging. De leider van de ultranationalistische partij van de Grijze Wolven, Devlet Bahceli, eist onderzoek naar de 'ware motieven van de waarnemers in de stembureaus, om te achterhalen of ze voor de PKK of de Gülenisten werkten'. Ibrahim Karagül, hoofdredacteur van de krant Yeni Shafak, en een van de favoriete journalisten",0
369,https://www.rtlnieuws.nl/nieuws/artikel/4653111/betoger-baudet-demonstratie-als-je-thierry-dood-wil-schieten-zeg-dan-paf,"Tijdens de antiracisme-demonstratie in Amsterdam gisteren heeft een betoger doodsbedreigingen geuit aan het adres van Thierry Baudet. ""Als je Thierry dood wil schieten zeg dan paf"", roept de demonstrante. De politie en het Openbaar Ministerie onderzoeken de zaak. Dat blijkt uit beelden van UP! Network, naar eigen zeggen een 'rechts georiënteerd mediaplatform'. De vrouw had zichzelf met een doek voor haar gezicht onherkenbaar gemaakt.  Meerdere politici spreken schande van de uitspraak, en van de manier waarop er wordt gereageerd door andere betogers. De Amsterdamse wethouder Rutger Groot Wassink (GroenLinks) bijvoorbeeld: ""Schokkend en onacceptabel. Dit past niet in de democratie. Alle signalen van belediging en strafbare uitingen worden terecht onderzocht door het OM."" Kamerlid Pieter Omtzigt (CDA) reageerde ook op de video. ""Groepsdenken is erg en gevaarlijk"": Gert-Jan Segers, leider van de ChristenUnie, is het met Omtzigt eens. ""Bizar hoe bij deze lieden grenzeloze liefde voor vluchtelingen gepaard gaat met een dodelijke haat voor politieke tegenstanders"", schrijft hij. Enkele duizenden mensen liepen gisteren mee in de demonstratie, die vooral was gericht tegen racisme maar ook tegen de recente verkiezingsuitkomst. Forum voor Democratie haalde bij de provinciale verkiezingen woensdag de meeste stemmen. Thierry Baudet is de politiek leider van die partij. Het FNV was een van de mede-organisatoren van de demonstratie. De vakbond laat weten zich 'met kracht van deze uitlatingen te distantiëren'. ""Ze zijn schandalig, verwerpelijk en strafbaar.""",1
327,https://nu.nl/coronavirus/6058166/ook-raad-voor-de-rechtspraak-kritisch-op-spoedwet-corona.html,"De verschillende coronamaatregelen die het kabinet in een tijdelijke spoedwet wil gieten, raken de grondrechten van burgers, zoals het recht op privacy, de vrijheid van demonstratie en de godsdienstvrijheid. Het is onduidelijk wat de gevolgen daarvan zijn voor burgers, schrijft de Raad voor de rechtspraak maandag.Het kabinet moet duidelijker over de gevolgen zijn, vindt de Raad. ""Vooral omdat nu nog onduidelijk is hoelang de mogelijke inbreuk op deze grondrechten gaat duren.""Er is begrip voor de snelheid waarmee het kabinet per 1 juli de noodverordeningen door de spoedwet moet vervangen, maar zorgvuldigheid is volgens de Raad geboden.Veel onderdelen in de wet zijn ruim geformuleerd. Logisch vanuit het oogpunt van flexibiliteit, maar lastig als je kijkt naar rechtszekerheid. ""Het moet voor burgers helder zijn wat de regels zijn waar ze zich aan moeten houden"", schrijft de Raad daarover. ""Ook voor handhavers en rechters is het belangrijk dat bepalingen helder zijn, omdat anders het risico bestaat op ongelijke toepassing en daarmee rechtsongelijkheid.""Er zijn verder zorgen over kwetsbare groepen in de samenleving, zoals slechtzienden en mensen met een verstandelijke beperking. ""Die groepen kunnen extra moeite hebben met het naleven van deze wet"", aldus de Raad. Ook de positie van jongeren verdient extra aandacht bij de uitwerking van de spoedwet.Het kabinet moet de wet nog behandelen in het parlement, maar er klinkt al vanuit alle kanten kritiek. De Raad van State (RvS), het belangrijkste adviesorgaan van het kabinet, oordeelde dat de nu nog geldende noodverordeningen de grondrechten te veel inperken.""Naarmate deze situatie langer duurt, neemt de juridische houdbaarheid van de noodverordeningen af"", schreef de RvS. Het adviesorgaan moet nog worden geraadpleegd.Wim Voermans, hoogleraar staatsrecht aan de Universiteit Leiden, schreef eerder op zijn blog dat de spoedwet zoals die er nu ligt burgers afhankelijk maakt van ministersdecreten. ""Dat past niet in een democratische rechtsstaat, en dat",0
307,https://www.rtlnieuws.nl/nieuws/politiek/artikel/5146361/stevige-kritiek-op-stikstofbeleid-plannen-te-vrijblijvend,"De stikstofaanpak van het kabinet is te vrijblijvend en de maatregelen gaan niet ver genoeg. Met die harde kritiek komt de commissie onder leiding van Johan Remkes. Verder benadrukt de commissie dat de corona-uitbraak het stikstofprobleem niet heeft opgelost.  De stikstofaanpak van het kabinet is te vrijblijvend en de maatregelen gaan niet ver genoeg. Met die harde kritiek komt de commissie onder leiding van Johan Remkes. Verder benadrukt de commissie dat de corona-uitbraak het stikstofprobleem niet heeft opgelost. Nadat de Raad van State vorig jaar het stikstofbeleid volledig onderuit had gehaald, heeft het kabinet aan een nieuw beleid gewerkt om de crisis het hoofd te bieden. Zo ging de maximumsnelheid terug naar 100 km/uur en werden er honderden miljoenen vrijgemaakt om boeren in de buurt van kwetsbare gebieden uit te kopen. De maatregelen hadden als doel om de tienduizenden projecten die stil kwamen lagen (onder meer woningprojecten) langzaam weer op te starten.   Harde kritiek De commissie onder leiding van Johan Remkes (nu nog burgemeester van Den Haag) adviseert het kabinet in de aanpak. Vandaag uitte de commissie in haar eindadvies harde kritiek op het kabinetsbeleid. ""De vrijblijvendheid van de maatregelen om de stikstofproblemen op te lossen moet er vanaf"", concludeert de commissie. Zo zijn er regelingen voor boeren om te stoppen met hun bedrijf, maar dat gebeurt op vrijwillige basis. Dat is niet genoeg, vindt de commissie.  Het behalen van de natuurdoelen en de reductie van stikstofuitstoot moet in wet- en regelgeving worden vastgelegd. Veder moet hard in de wet worden vastgelegd dat de uitstoot van stikstof in 2030 met de helft is gedaald ten opzichte van 2019.  Ook stelt voorzitter Remkes dat onder de huidige coronacrisis 'ten onrechte' wordt gedacht dat het stikstofprobleem zich als het ware vanzelf oplost. ""De abrupte afname van emissies van stikstof is naar verwachting tijdelijk"", concludeert de commissie.  De ammoniakemissies uit de landbouw zijn volgens de commissie de afgelopen maanden zelfs helemaal niet afgenomen.",1
729,https://nos.nl/artikel/2312144-oppositie-zeer-kritisch-over-gang-van-zaken-rond-iraakse-burgerdoden.html,"De oppositie in de Tweede Kamer is zeer kritisch over de communicatie in het kabinet over de burgerdoden bij een Nederlands bombardement in Irak Minister Bijleveld schreef gisteren aan de Tweede Kamer onder meer dat toenmalig minister Hennis in 2015 haar collega Koenders over mogelijke burgerslachtoffers heeft geïnformeerd en ""vermoedelijk"" ook premier Rutte. Rutte en Koenders kunnen zich dat niet herinneren. PVV-leider Wilders kan zich niet voorstellen dat de premier niets meer van dat gesprek weet. Volgens hem is het ongeloofwaardig dat Hennis de minister-president in een bijzin, zonder urgentie, heeft geïnformeerd. ""Het is moeilijk om er de vinger op te leggen als mensen zeggen dat ze ergens geen actieve herinnering aan hebben, maar het klopt niet"", zei Wilders. Hij heeft de indruk dat Rutte ""een beetje uit de wind wordt gehouden"". Verslaggever Lex Runderkamp bezocht de plek waar de Nederlandse F-16-bom viel. Hij ziet vier jaar na dato nog veel schade: GroenLinks-leider Klaver vindt het beeld dat uit de brief naar voren komt onthutsend. ""Je ziet dat vanaf dag één duidelijk is dat het gaat over tientallen doden en dat komt niet bij de politieke top terecht."" Ook Klaver kan zich niet voorstellen dat Rutte hier geen herinneringen aan heeft. ""Hij probeert dat net iets te vaak"". Ook volgens SP-leider Marijnissen heeft Rutte de schijn tegen en is het ongeloofwaardig dat Rutte zich het niet herinnert. ""En hoe kan het nou dat je het in één zin hebt over 'niet alarmerend en burgerslachtoffers'?"" Dijkhoff snapt het wel Fractievoorzitter Dijkhoff van regeringspartij VVD vindt dat de brief van Bijleveld van gisteravond ""meer inzicht"" biedt dan eerder het geval was. Dijkhoff kan zich wel voorstellen dat Rutte niet onthouden heeft dat Hennis iets tegen hem heeft gezegd. ""Als je leest hoe het is gegaan, snap ik dat dit geen boodschappen zijn die je je jaren later nog herinnert.""",1
244,vk,"Heftige emoties bij snorfiets-rechtszaak Heftige emoties bij snorfiets-rechtszaak Reportage Myra de Weerdt heeft een gehandicapte dochter van 12 jaar. Ze kan kleine stukjes lopen, maar fietsen lukt niet. De scooter biedt uitkomst. Elke dag zoeven moeder en dochter samen de hele stad door, naar school, naar de ijswinkel, naar de Hema of naar het museum. 'Ik zet haar met die scooter hartstikke makkelijk overal af', zegt De Weerdt in de rechtbank in Amsterdam, waar dinsdag een kort geding diende tegen het verkeersbesluit dat snorfietsers (waaronder scooters) in de hoofdstad voortaan naar de rijbaan zijn verbannen. 'Voor geen goud ga ik daar met mijn dochter rijden.' De Weerdt is samen met twee andere boze snorfietsers in beroep gegaan tegen het maandag ingevoerde verkeersbesluit van de gemeente Amsterdam. Daarmee wordt hun vrijheid beknot, zo betogen ze. En het levert ook nog eens een onaanvaardbaar risico op. 'Mijn cliënt vreest echt voor zijn leven', zegt de advocaat van een bejaarde man, die de zitting onderuitgezakt volgt. 'Hij zegt: ik riskeer liever een boete dan dat ik het met de dood moet bekopen.' De man zelf wil daar ook nog wel iets over kwijt. Hij weigert die helm 'pertinent', zegt hij met Amsterdamse tongval. 'Ik laat me niet doodrijden door dat zooitje daaro!' Dat de verkeersmaatregel de nodige emoties oproept, blijkt niet in de laatste plaats door de houding van het publiek. Vijf rijen dik zijn ze toegestroomd om de eisers bij te staan. Onder de toehoorders bevinden zich opvallend veel jonge scooterrijders. Petje op, jassen nog aan. Ze laten geregeld van zich horen, met boegeroep of juist instemmend gejoel. Als het eerste daverende applaus klinkt - nadat De Weerdt de woorden heeft uitgesproken dat snorfietsers 'enorm in de maling worden genomen' - maant rechtbankvoorzitter Gielen tot kalmte. 'Ho, ho', zegt hij. 'Ik sta",0
